Title,Year,Runtime,Actors,IMDB Rating,Metascore,IMDB Votes,Box Office,Description,Tagline,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations
Chicken Run,2000,84,"Mel Gibson, Julia Sawalha, Phil Daniels",7.1,88.0,220213,106834564.0,"Having been hopelessly repressed and facing eventual certain death at the chicken farm where they are held, Rocky the rooster and Ginger the chicken decide to rebel against the evil Mr. and Ms. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",There's nothing more determined than poultry with a plan.,45000000,224834564,6.831,5186,6,23,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,24,27
Arthur Christmas,2011,97,"James McAvoy, Jim Broadbent, Bill Nighy",7.1,69.0,70709,46462469.0,"This movie reveals the incredible, never-before seen answer to every child's question: ""So how does Santa deliver all those presents in one night?"" The answer: Santa's (Jim Broadbent's) exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the center of this movie is a story about a family in a state of comic dysfunction and an unlikely hero, Arthur (James McAvoy), with an urgent mission that must be completed before Christmas morning dawns.",Ever wonder how 2 Billion presents get delivered all in 1 night?,10000000,151300000,6.766,1535,11,23,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,3,23
Ed Wood,1994,127,"Johnny Depp, Martin Landau, Sarah Jessica Parker",7.8,71.0,188531,5887457.0,"Because of his eccentric habits and bafflingly strange films, director Edward D. Wood Jr. is a Hollywood outcast. Nevertheless, with the help of the formerly famous Bela Lugosi and a devoted cast and crew of show-business misfits who believe in Ed's off-kilter vision, the filmmaker is able to bring his oversize dreams to cinematic life. Despite a lack of critical or commercial success, Ed and his friends manage to create an oddly endearing series of extremely low-budget films.",Movies were his passion. Women were his inspiration. Angora sweaters were his weakness.,18000000,5900000,7.5,2392,10,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,27,33
May,2003,93,"Angela Bettis, Jeremy Sisto, Anna Faris",6.6,58.0,42673,150277.0,"When May was a child, she was a lonely girl with a lazy eye and without any friends except a strange, homemade doll kept in a glass case given by her mother on her birthday. May becomes a lonely, weird young woman, working in an animal hospital and assisting the veterinarian in surgeries and sewing operated animals most of the time. Her lesbian colleague Polly has a sort of attraction for her. When the shy May meets the mechanic Adam Stubbs, she loves his hands and has a crush on him. They date, but the bizarre behavior of May one night pushes Adam away from her. Alone, May has a brief affair with Polly, but she feels rejected again when her colleague meets Ambrosia. When her doll is accidentally broken, the deranged May decides to build a friend for her, using the best parts her acquaintances can offer.",If you can't find a friend... make one.,500000,264349,6.565,650,4,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9,8
The Book Thief,2013,131,"Sophie Nélisse, Geoffrey Rush, Emily Watson",7.5,53.0,143834,21488481.0,"In 1938, the young girl Liesel Meminger is traveling by train with her mother and her younger brother when he dies. Her mother buries the boy in a cemetery by the tracks and Liesel picks up a book, ""The Gravediggers Handbook"", which was left on the grave of her brother and brings it with her. Liesel is delivered to a foster family in a small town and later she learns that her mother left her because she is a communist. Her stepmother, Rosa Hubermann, is a rude but caring woman and her stepfather, Hans Hubermann, is a simple kind-hearted man. Liesel befriends her next door neighbor, the boy Rudy Steiner, and they go together to the school. When Hans discovers that Liesel cannot read, he teaches her using her book and Liesel becomes an obsessed reader. During a Nazi speech where the locals are forced to burn books in a bonfire, Liesel recovers one book for her and the Mayor's wife Ilsa Hermann witnesses her action. Meanwhile Hans hides the Jewish Max Vandenburg, who is the son of a deceased friend that saved his life in the war, in the basement of his house and Liesel becomes his friend. One day, Rosa asks Liesel to deliver laundry to the Mayor and Ilsa invites Liesel to go to her library and tells that she can visit her to read whenever she wants. But in times of war there are many threats and the lives of Liesel, her family and friends will never be the same.",Courage beyond words.,19000000,76586316,7.495,4398,11,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,9,17
The Croods,2013,98,"Nicolas Cage, Ryan Reynolds, Emma Stone",7.1,55.0,244254,187168425.0,"""The Croods"" are an eccentric family of cavemen, who survive the harsh terrain by living accordingly to a strict set of rules. But when their home is destroyed in the wake of an impending disaster known as ""The End"", they are forced to leave their home of shelter and security, and into the wilderness of the unknown to find a new home.",The journey begins.,135000000,587204668,6.927,7245,3,22,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,5,46
The Right Stuff,1984,193,"Sam Shepard, Scott Glenn, Ed Harris",7.8,91.0,67160,21192102.0,"Tom Wolfe's book on the history of the U.S. Space program reads like a novel, and the film has that same fictional quality. It covers the breaking of the sound barrier by Chuck Yeager to the Mercury 7 astronauts, showing that no one had a clue how to run a space program or how to select people to be in it. Thrilling, funny, charming and electrifying all at once.",How the future began.,27000000,21500000,7.436,907,2,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4,0,12,16
Those Who Wish Me Dead,2021,100,"Angelina Jolie, Nicholas Hoult, Finn Little",6.0,59.0,76427,7407200.0,"Stationed in a lonely fire lookout tower in the heart of Montana's green wilderness, guilt-ridden Hannah Faber, a daredevil smoke-jumper having a death wish, is still struggling to cope with her emotional trauma after a disastrous failure of judgement. Then, as if that weren't enough, Hannah crosses paths with utterly unprepared Connor, the young son of the forensic accountant, Owen Casserly, and catches the attention of a highly trained pair of assassins bent on silencing the boy for good. Now, to prevent them from finishing the job, Hannah must put her sharp survival skills to good use and stop the killers, who would do everything in their power to cover their tracks--including setting the forest ablaze. Can Hannah and Connor escape from those who wish them dead?",Nature finds a way.,20000000,23384502,6.626,1710,5,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
The Manchurian Candidate,2004,129,"Denzel Washington, Liev Schreiber, Meryl Streep",6.6,76.0,120367,65955630.0,"When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out.",Everything is under control.,80000000,96105964,6.478,1622,7,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12
Sleeping Beauty,1959,75,"Mary Costa, Bill Shirley, Eleanor Audley",7.2,85.0,167908,51600000.0,"After the beautiful Princess Aurora is born into royalty, everyone gathers to celebrate. Everything is perfectly fine until an unwanted guest appears, the evil fairy Maleficent. Maleficent curses the young princess and announces that she will die by pricking her finger on the spindle of a spinning wheel before sunset on her 16th birthday. Fortunately, one of the good fairies, Merryweather, changes the spell so Aurora will fall into a deep sleep instead, and the only way to wake her from her sleep is true love's kiss. Finally the day comes.",What happens while she sleeps...,10000000,408680,5.3,636,1,29,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,5
Rookie of the Year,1993,103,"Thomas Ian Nicholas, Gary Busey, Albert Hall",6.1,53.0,32389,53615089.0,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. Although he's close to his mother Mary, Henry hates Mary's latest boyfriend, Jack Bradfield. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for. At first, Cubs manager Sal Martinella doesn't like Henry being on the team, but despite the rawness of his talent, Henry revives everyone's team spirit and reignites the enthusiasm of the fans. While money hungry Jack pulls strings behind the scenes to line his own pockets, Mary starts to fall for veteran pitcher Chet ""Rocket"" Steadman, whose injuries are curtailing a once sparkling career. While Henry bonds with Chet, Henry's friends resent Henry's star status when he arrives late to help them work on an old boat. As the Cubs head for the National League Championship series, Jack agrees to hand over Henry's contract to the New York Yankees for 25 million dollars. Mary doesn't like that, so when Jack angers Mary even more by stupidly saying that Henry is half his, Mary literally punches Jack out the door, with Henry cheering her on. Thinking about the idea of retiring, both Henry and Chet start performing badly, but they set out to redeem themselves at the National League championship series.",The Chicago Cubs needed a miracle... They got Henry Rowengartner.,31000000,56500758,6.179,364,7,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
City of Angels,1998,114,"Nicolas Cage, Meg Ryan, Andre Braugher",6.7,54.0,130151,78685114.0,"Seth is an angel who accompanies the spirits of the recently dead to the ever after. Seth has never been human and so has never experienced touch or taste. When in the hospital however he comes across Dr. Maggie Rice, a brilliant young heart surgeon who is devoted to her profession and her patients. Seth has the power to let himself be seen but Maggie finds him far too mysterious. Seth also meets a patient, Nathaniel Messinger, who has news for him - he too was once an angel like Seth but chose to fall to Earth and become human. Seth makes a decision on his future, which does not turn out as he had expected.",She didn't believe in angels until she fell in love with one.,55000000,198685114,6.817,2229,4,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10,14
The Doors,1991,140,"Val Kilmer, Meg Ryan, Kyle MacLachlan",7.2,62.0,104391,34416893.0,"Oliver Stone's homage to 1960s rock group The Doors also doubles as a biography of the group's late singer, the ""Electric Poet"" Jim Morrison. The movie follows Morrison from his days as a film student in Los Angeles to his death in Paris, France at age 27 in 1971. The movie features a tour-de-force performance by Val Kilmer, who not only looks like Jim Morrison's long-lost twin brother, but also sounds so much like him that he did much of his own singing. It has been written that even the surviving Doors had trouble distinguishing Kilmer's vocals from Morrison's originals.",The ceremony is about to begin.,38000000,34416893,7.122,1498,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
Reign Over Me,2007,124,"Adam Sandler, Don Cheadle, Jada Pinkett Smith",7.4,61.0,100567,19661987.0,"Alan Johnson has everything he needs to get through life: a good job, a beautiful and loving wife, and their wonderful children. Yet he feels isolated because he finds having a hard-working job and managing a family too much to handle and has no one to talk to about it. Charlie Fineman, on the other hand, doesn't have a job or a family. He used to have both until a terrible loss, and the grief caused him to quit his job and isolate himself from everyone around him. As it turns out, Alan and Charlie were roommates in college, and a chance encounter one night rekindles the friendship they shared. But when Charlie's problems become too much to deal with, Alan is determined to help Charlie come out of his emotional abyss.",Let in the unexpected.,20000000,22222308,7.213,1114,3,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3
Miami Vice,2006,132,"Colin Farrell, Jamie Foxx, Gong Li",6.1,66.0,127783,63450470.0,"Ricardo Tubbs is urbane and dead smart. He lives with Bronx-born Intel analyst Trudy, as they work undercover transporting drug loads into South Florida to identify a group responsible for three murders. Sonny Crockett [to the untrained eye, his presentation may seem unorthodox, but procedurally, he is sound] is charismatic and flirtatious until - while undercover working with the supplier of the South Florida group - he gets romantically entangled with Isabella, the Chinese-Cuban wife of an arms and drugs trafficker. The best undercover identity is oneself with the volume turned up and restraint unplugged. The intensity of the case pushes Crockett and Tubbs out onto the edge where identity and fabrication become blurred, where cop and player become one - especially for Crockett in his romance with Isabella and for Tubbs in the provocation of an assault on those he loves.",No Law. No Rules. No Order.,135000000,163800000,6.008,1846,7,28,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9
DOA: Dead or Alive,2007,87,"Jaime Pressly, Devon Aoki, Sarah Carter",4.8,38.0,46758,480813.0,"A number of fighters are invited to DOA, an invitational martial arts contest. They travel to the tournament island by plane, until they have to jump out mid-flight with parachutes, and then have until sundown to reach the main island to be entered into the tournament. Fighters are then pooled against one another in a knock-out style tournament, with the loser of a battle sent home, and the winner progressing to the subsequent round. The plot revolves around four female fighters who begin as rivals, but subsequently find themselves teaming up against another force.","They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",21000000,7600000,5.261,858,6,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
